Player,Agents,Kills,Deaths,Assists,Average Damage Per Round,Assists Per Round,Kills Per Round,First Kills,First Deaths,simple_score
kaajak,yoru,45,33,19,146.0,0.33,0.79,15,9,1.6800000000000002
kaajak,"neon, yoru",59,49,23,142.0,0.29,0.76,19,13,1.1699999999999997
MaKo,brimstone,11,11,7,94.0,0.41,0.65,2,1,1.9
MaKo,omen,26,41,20,82.0,0.33,0.43,5,7,0.88
MaKo,"brimstone, omen",37,52,27,84.0,0.35,0.47,7,8,0.8599999999999999
free1ng,cypher,25,26,8,150.0,0.18,0.56,6,3,1.9400000000000002
free1ng,viper,8,15,3,91.0,0.18,0.47,2,2,1.36
free1ng,vyse,7,12,1,77.0,0.06,0.44,0,2,1.07
free1ng,"cypher, viper, vyse",40,53,12,122.0,0.15,0.51,8,7,1.1799999999999997
BeYN,fade,18,24,5,92.0,0.15,0.55,2,3,1.32
BeYN,sova,31,27,10,105.0,0.22,0.69,2,2,1.76
BeYN,"fade, sova",49,51,15,100.0,0.19,0.63,4,5,1.32
HYUNMIN,waylay,52,61,19,126.0,0.24,0.67,8,6,1.5699999999999998
Flashback,yoru,52,59,7,123.0,0.09,0.67,10,15,0.49
Flickless,breach,25,19,23,125.0,0.59,0.64,0,2,2.28
Flickless,viper,7,13,4,67.0,0.21,0.37,1,3,0.95
Flickless,"breach, viper",32,32,27,106.0,0.47,0.55,1,5,1.58
westside,cypher,27,21,7,127.0,0.18,0.69,1,4,1.7399999999999998
westside,vyse,10,16,0,98.0,0.0,0.53,2,0,1.51
westside,"cypher, vyse",37,37,7,118.0,0.12,0.64,3,4,1.54
Cloud,fade,9,14,4,99.0,0.21,0.47,2,3,1.3699999999999999
Cloud,sova,42,22,11,187.0,0.28,1.08,4,2,3.0300000000000002
Cloud,"fade, sova",51,36,15,158.0,0.26,0.88,6,5,2.22
ara,neon,33,28,7,148.0,0.18,0.85,12,6,1.9099999999999997
ara,yoru,10,12,1,100.0,0.05,0.53,1,3,1.28
ara,"neon, yoru",43,40,8,132.0,0.14,0.74,13,9,1.3000000000000003
grubinho,omen,36,42,20,111.0,0.34,0.62,7,5,1.5700000000000003
Zellsis,breach,7,15,6,88.0,0.35,0.41,1,2,1.4400000000000002
Zellsis,killjoy,12,16,5,108.0,0.23,0.55,4,1,1.76
Zellsis,vyse,9,8,5,76.0,0.26,0.47,1,0,1.49
Zellsis,"breach, killjoy, vyse",28,39,16,92.0,0.28,0.48,6,3,1.3800000000000001
johnqt,cypher,16,14,6,139.0,0.35,0.94,1,0,2.6799999999999997
johnqt,viper,30,21,11,115.0,0.27,0.73,3,3,1.8499999999999999
johnqt,"cypher, viper",46,35,17,122.0,0.29,0.79,4,3,1.9999999999999998
N4RRATE,fade,27,21,22,137.0,0.61,0.75,3,3,2.4299999999999997
N4RRATE,sova,11,19,5,124.0,0.23,0.5,1,2,1.77
N4RRATE,"fade, sova",38,40,27,133.0,0.47,0.66,4,5,1.96
zekken,neon,46,46,18,161.0,0.31,0.79,10,13,1.41
bang,omen,29,39,15,83.0,0.26,0.5,4,6,0.9899999999999998
f0rsakeN,brimstone,18,13,13,150.0,0.59,0.82,2,5,2.41
f0rsakeN,omen,23,12,4,183.0,0.22,1.28,4,2,3.13
f0rsakeN,"brimstone, omen",41,25,17,165.0,0.43,1.03,6,7,2.4099999999999997
PatMen,fade,12,13,5,110.0,0.23,0.55,0,2,1.6800000000000002
PatMen,viper,6,13,2,64.0,0.11,0.33,2,0,1.08
PatMen,"fade, viper",18,26,7,89.0,0.18,0.45,2,2,1.32
Jinggg,raze,39,27,12,183.0,0.3,0.98,6,5,2.6100000000000003
d4v41,sage,11,11,7,81.0,0.39,0.61,1,2,1.61
d4v41,viper,14,14,5,129.0,0.23,0.64,1,1,2.06
d4v41,"sage, viper",25,25,12,107.0,0.3,0.63,2,3,1.7
something,sova,19,11,9,212.0,0.5,1.06,2,1,3.58
something,yoru,21,12,12,167.0,0.55,0.95,4,0,3.17
something,"sova, yoru",40,23,21,188.0,0.53,1.0,6,1,3.31
Viva,brimstone,14,16,5,112.0,0.23,0.64,0,3,1.6900000000000002
Viva,sova,6,14,6,77.0,0.33,0.33,0,0,1.4300000000000002
Viva,"brimstone, sova",20,30,11,96.0,0.28,0.5,0,3,1.44
happywei,cypher,13,14,6,168.0,0.33,0.72,2,4,2.33
happywei,viper,8,18,7,85.0,0.32,0.36,1,4,1.13
happywei,"cypher, viper",21,32,13,122.0,0.33,0.53,3,8,1.28
coconut,gekko,13,19,3,100.0,0.14,0.59,3,3,1.43
coconut,omen,10,16,9,103.0,0.5,0.56,1,1,1.9899999999999998
coconut,"gekko, omen",23,35,12,101.0,0.3,0.58,4,4,1.4899999999999998
NoMan,neon,18,14,4,184.0,0.22,1.0,3,3,2.76
NoMan,skye,17,20,1,139.0,0.05,0.77,3,1,2.11
NoMan,"neon, skye",35,34,5,159.0,0.13,0.88,6,4,2.2
Rarga,raze,14,16,3,130.0,0.14,0.64,3,1,1.98
Rarga,yoru,13,16,6,118.0,0.33,0.72,2,2,2.03
Rarga,"raze, yoru",27,32,9,125.0,0.23,0.68,5,3,1.86
Flickless,breach,12,17,4,131.0,0.21,0.63,3,1,2.05
Flickless,kayo,10,16,22,104.0,0.92,0.42,0,3,2.08
Flickless,viper,12,16,4,121.0,0.17,0.52,3,1,1.7999999999999998
Flickless,"breach, kayo, viper",34,49,30,118.0,0.45,0.52,6,5,1.65
westside,cypher,46,46,15,129.0,0.23,0.7,8,10,1.2199999999999998
Cloud,fade,11,16,8,102.0,0.35,0.48,0,1,1.75
Cloud,sova,26,30,12,135.0,0.28,0.6,4,1,2.13
Cloud,"fade, sova",37,46,20,124.0,0.3,0.56,4,2,1.9000000000000001
ara,jett,26,14,3,190.0,0.13,1.08,5,5,2.61
ara,neon,11,16,2,109.0,0.11,0.58,0,0,1.78
ara,raze,15,17,1,109.0,0.04,0.65,5,4,1.3800000000000003
ara,"jett, neon, raze",52,47,6,138.0,0.09,0.79,10,9,1.3599999999999999
grubinho,omen,40,51,21,112.0,0.32,0.61,6,6,1.4499999999999997
PatMen,fade,10,12,9,91.0,0.39,0.43,0,0,1.73
PatMen,sova,14,18,7,131.0,0.29,0.58,3,2,1.9799999999999998
PatMen,viper,14,10,0,112.0,0.0,0.74,2,3,1.56
PatMen,"fade, sova, viper",38,40,16,112.0,0.24,0.58,5,5,1.44
f0rsakeN,omen,40,48,34,111.0,0.52,0.61,4,9,1.3400000000000003
Jinggg,raze,41,28,8,176.0,0.19,0.98,5,8,2.13
Jinggg,sage,14,16,5,104.0,0.21,0.58,4,1,1.73
Jinggg,"raze, sage",55,44,13,150.0,0.2,0.83,9,9,1.6300000000000003
d4v41,sage,10,8,3,103.0,0.16,0.53,1,0,1.7200000000000002
d4v41,vyse,33,28,12,130.0,0.26,0.7,1,3,1.9599999999999997
d4v41,"sage, vyse",43,36,15,122.0,0.23,0.65,2,3,1.8
something,sova,21,8,7,158.0,0.37,1.11,3,1,2.96
something,yoru,42,33,11,151.0,0.23,0.89,9,7,1.9299999999999997
something,"sova, yoru",63,41,18,153.0,0.27,0.95,12,8,1.95
coconut,astra,13,16,12,108.0,0.52,0.57,1,0,2.17
coconut,omen,24,26,30,93.0,0.67,0.53,6,4,1.7300000000000004
coconut,"astra, omen",37,42,42,98.0,0.62,0.54,7,4,1.7400000000000002
happywei,cypher,23,13,6,172.0,0.25,0.96,4,1,2.8299999999999996
happywei,omen,16,18,14,131.0,0.61,0.7,1,2,2.42
happywei,viper,24,11,7,207.0,0.33,1.14,4,0,3.54
happywei,"cypher, omen, viper",63,42,27,169.0,0.4,0.93,9,3,2.7199999999999998
NoMan,deadlock,15,15,7,130.0,0.29,0.63,0,2,2.0199999999999996
NoMan,jett,10,14,2,95.0,0.09,0.43,2,4,1.0699999999999998
NoMan,killjoy,23,11,1,193.0,0.05,1.1,3,0,3.08
NoMan,"deadlock, jett, killjoy",48,40,10,137.0,0.15,0.71,5,6,1.63
Viva,fade,14,15,10,104.0,0.42,0.58,4,3,1.74
Viva,sova,23,26,12,109.0,0.27,0.52,3,3,1.58
Viva,"fade, sova",37,41,22,108.0,0.32,0.54,7,6,1.34
Rarga,neon,19,14,2,158.0,0.1,0.9,5,2,2.38
Rarga,sage,18,14,6,127.0,0.25,0.75,2,4,1.87
Rarga,yoru,14,17,3,96.0,0.13,0.61,4,4,1.2999999999999998
Rarga,"neon, sage, yoru",51,45,11,126.0,0.16,0.75,11,10,1.17
bang,astra,15,13,5,117.0,0.22,0.65,2,1,1.94
bang,omen,23,33,17,92.0,0.38,0.51,1,4,1.4100000000000001
bang,"astra, omen",38,46,22,101.0,0.32,0.56,3,5,1.3900000000000001
N4RRATE,fade,13,18,9,98.0,0.38,0.54,2,6,1.2999999999999998
N4RRATE,omen,19,14,7,139.0,0.3,0.83,2,1,2.4199999999999995
N4RRATE,sova,9,19,6,97.0,0.29,0.43,0,1,1.5899999999999999
N4RRATE,"fade, omen, sova",41,51,22,112.0,0.32,0.6,4,8,1.24
zekken,jett,14,17,9,143.0,0.39,0.61,4,6,1.8299999999999996
zekken,neon,11,19,4,128.0,0.19,0.52,2,7,1.29
zekken,raze,23,18,8,190.0,0.33,0.96,4,0,3.19
zekken,"jett, neon, raze",48,54,21,155.0,0.31,0.71,10,13,1.2700000000000002
Zellsis,kayo,16,14,13,121.0,0.57,0.7,4,2,2.28
Zellsis,killjoy,9,16,1,76.0,0.05,0.43,3,4,0.84
Zellsis,vyse,15,19,4,119.0,0.17,0.63,4,5,1.49
Zellsis,"kayo, killjoy, vyse",40,49,18,106.0,0.26,0.59,11,11,0.81
johnqt,sova,13,12,5,103.0,0.22,0.57,1,0,1.8199999999999998
johnqt,viper,26,28,12,122.0,0.27,0.58,0,2,1.8699999999999999
johnqt,"sova, viper",39,40,17,116.0,0.25,0.57,1,2,1.78
grubinho,astra,16,19,10,124.0,0.38,0.62,4,4,1.8400000000000003
grubinho,omen,9,17,16,78.0,0.7,0.39,2,1,1.7699999999999998
grubinho,"astra, omen",25,36,26,102.0,0.53,0.51,6,5,1.56
westside,cypher,14,14,3,92.0,0.13,0.61,2,3,1.36
westside,deadlock,18,20,7,124.0,0.27,0.69,3,1,2.1
westside,"cypher, deadlock",32,34,10,109.0,0.2,0.65,5,4,1.54
Cloud,gekko,16,21,6,133.0,0.23,0.62,0,2,1.9800000000000002
Cloud,sova,17,15,9,156.0,0.39,0.74,0,2,2.4899999999999998
Cloud,"gekko, sova",33,36,15,144.0,0.31,0.67,0,4,2.02
ara,jett,27,12,1,190.0,0.04,1.17,6,5,2.61
ara,raze,27,19,3,184.0,0.12,1.04,7,1,2.9
ara,"jett, raze",54,31,4,187.0,0.08,1.1,13,6,2.45
Flickless,kayo,16,11,18,142.0,0.78,0.7,1,1,2.8
Flickless,viper,9,19,9,78.0,0.35,0.35,1,3,1.18
Flickless,"kayo, viper",25,30,27,108.0,0.55,0.51,2,4,1.7400000000000002
Viva,brimstone,23,15,9,180.0,0.35,0.88,1,2,2.83
Viva,sova,14,12,4,128.0,0.17,0.61,2,0,2.06
Viva,"brimstone, sova",37,27,13,155.0,0.27,0.76,3,2,2.38
happywei,cypher,10,18,6,92.0,0.26,0.43,1,8,0.8099999999999998
happywei,viper,24,19,4,170.0,0.15,0.92,2,4,2.37
happywei,"cypher, viper",34,37,10,133.0,0.2,0.69,3,12,1.0199999999999996
coconut,gekko,11,18,8,88.0,0.31,0.42,0,1,1.5099999999999998
coconut,omen,8,17,7,67.0,0.3,0.35,1,2,1.1199999999999999
coconut,"gekko, omen",19,35,15,78.0,0.31,0.39,1,3,1.18
Rarga,jett,16,20,5,141.0,0.22,0.7,4,0,2.33
Rarga,waylay,21,20,8,137.0,0.31,0.81,7,3,2.1900000000000004
Rarga,"jett, waylay",37,40,13,139.0,0.27,0.76,11,3,2.12
NoMan,kayo,21,16,9,149.0,0.39,0.91,4,1,2.69
NoMan,skye,19,14,6,114.0,0.23,0.73,1,5,1.5999999999999996
NoMan,"kayo, skye",40,30,15,130.0,0.31,0.82,5,6,1.8299999999999996
Boaster,astra,24,8,5,187.0,0.25,1.2,1,0,3.3200000000000003
Boaster,omen,12,14,8,90.0,0.35,0.52,0,1,1.67
Boaster,"astra, omen",36,22,13,135.0,0.3,0.84,1,1,2.39
Chronicle,breach,19,10,4,164.0,0.2,0.95,2,0,2.79
Chronicle,vyse,25,11,10,205.0,0.43,1.09,4,2,3.3699999999999997
Chronicle,"breach, vyse",44,21,14,186.0,0.33,1.02,6,2,3.01
Alfajer,cypher,20,12,4,168.0,0.2,1.0,6,0,2.88
Alfajer,sage,18,15,7,148.0,0.3,0.78,3,1,2.46
Alfajer,"cypher, sage",38,27,11,157.0,0.26,0.88,9,1,2.61
crashies,sova,18,29,19,102.0,0.44,0.42,2,4,1.48
kaajak,waylay,13,18,1,113.0,0.05,0.65,6,2,1.6300000000000001
kaajak,yoru,9,15,3,84.0,0.13,0.39,1,7,0.6599999999999998
kaajak,"waylay, yoru",22,33,4,98.0,0.09,0.51,7,9,0.68
nephh,breach,5,12,5,84.0,0.33,0.33,0,2,1.3
nephh,deadlock,13,12,3,104.0,0.14,0.59,1,0,1.77
nephh,"breach, deadlock",18,24,8,96.0,0.22,0.49,1,2,1.47
Levius,cypher,5,10,1,44.0,0.07,0.33,1,3,0.54
Levius,viper,14,16,4,125.0,0.18,0.64,3,1,1.9700000000000002
Levius,"cypher, viper",19,26,5,92.0,0.14,0.51,4,4,1.17
whzy,neon,18,33,5,90.0,0.14,0.49,5,8,0.73
rushia,omen,16,31,13,96.0,0.35,0.43,0,5,1.24
Knight,sova,24,29,11,145.0,0.3,0.65,5,3,2.0999999999999996
xffero,cypher,21,32,7,101.0,0.16,0.49,3,5,1.1600000000000001
Jemkin,jett,10,15,4,97.0,0.2,0.5,1,4,1.27
Jemkin,yoru,20,17,3,146.0,0.13,0.87,7,4,2.06
Jemkin,"jett, yoru",30,32,7,123.0,0.16,0.7,8,8,1.2899999999999998
Kushy,kayo,17,16,3,159.0,0.15,0.85,2,3,2.29
Kushy,sova,20,15,6,189.0,0.26,0.87,4,2,2.8199999999999994
Kushy,"kayo, sova",37,31,9,175.0,0.21,0.86,6,5,2.3200000000000003
Monyet,omen,18,32,15,69.0,0.35,0.42,0,3,1.16
crazyguy,sova,12,15,5,128.0,0.25,0.6,0,2,1.93
crazyguy,tejo,9,16,4,87.0,0.17,0.39,0,2,1.2300000000000002
crazyguy,"sova, tejo",21,31,9,106.0,0.21,0.49,0,4,1.3599999999999999
artzin,kayo,16,14,9,146.0,0.41,0.73,1,1,2.4999999999999996
artzin,viper,12,8,1,138.0,0.07,0.8,2,2,2.05
artzin,"kayo, viper",28,22,10,143.0,0.27,0.76,3,3,2.16
cortezia,killjoy,12,7,2,150.0,0.13,0.8,3,0,2.43
cortezia,viper,16,14,7,133.0,0.32,0.73,2,4,1.98
cortezia,"killjoy, viper",28,21,9,140.0,0.24,0.76,5,4,2.0
aspas,neon,13,6,7,189.0,0.47,0.87,1,0,3.2299999999999995
aspas,waylay,22,11,3,177.0,0.14,1.0,5,1,2.81
aspas,"neon, waylay",35,17,10,182.0,0.27,0.95,6,1,2.94
xenom,omen,17,19,21,82.0,0.57,0.46,3,5,1.35
Verno,sova,35,16,10,156.0,0.27,0.95,5,2,2.58
Boaster,astra,16,26,15,98.0,0.39,0.42,2,6,1.19
Boaster,omen,10,12,10,94.0,0.43,0.43,1,5,1.2999999999999998
Boaster,"astra, omen",26,38,25,97.0,0.41,0.43,3,11,0.71
Chronicle,breach,9,12,3,90.0,0.15,0.45,2,1,1.4
Chronicle,viper,26,28,15,140.0,0.37,0.63,3,2,2.1999999999999997
Chronicle,"breach, viper",35,40,18,123.0,0.3,0.57,5,3,1.7999999999999996
Alfajer,cypher,20,13,2,178.0,0.1,1.0,2,3,2.58
Alfajer,killjoy,15,15,3,123.0,0.13,0.65,3,2,1.8099999999999998
Alfajer,tejo,12,14,2,121.0,0.11,0.67,2,2,1.79
Alfajer,"cypher, killjoy, tejo",47,42,7,141.0,0.11,0.77,7,7,1.5899999999999999
crashies,fade,14,16,3,137.0,0.17,0.78,0,2,2.12
crashies,sova,29,25,18,147.0,0.42,0.67,5,2,2.36
crashies,"fade, sova",43,41,21,144.0,0.34,0.7,5,4,2.08
kaajak,waylay,15,14,6,131.0,0.3,0.75,3,2,2.16
kaajak,yoru,32,27,3,130.0,0.07,0.78,8,2,1.9500000000000004
kaajak,"waylay, yoru",47,41,9,130.0,0.15,0.77,11,4,1.8200000000000003
xenom,astra,6,13,9,50.0,0.45,0.3,0,0,1.25
xenom,brimstone,11,13,12,123.0,0.67,0.61,0,1,2.4099999999999997
xenom,omen,18,15,4,130.0,0.17,0.78,5,2,2.05
xenom,"astra, brimstone, omen",35,41,25,102.0,0.41,0.57,5,3,1.7
cortezia,cypher,11,17,3,96.0,0.15,0.55,1,4,1.2600000000000002
cortezia,killjoy,10,14,3,85.0,0.13,0.43,0,2,1.2100000000000002
cortezia,viper,16,9,2,139.0,0.11,0.89,2,0,2.3899999999999997
cortezia,"cypher, killjoy, viper",37,40,8,104.0,0.13,0.61,3,6,1.18
Verno,fade,13,11,9,132.0,0.5,0.72,1,1,2.44
Verno,sova,24,29,12,108.0,0.28,0.56,2,3,1.62
Verno,"fade, sova",37,40,21,115.0,0.34,0.61,3,4,1.6999999999999997
aspas,jett,21,15,1,189.0,0.05,1.05,5,2,2.79
aspas,neon,14,18,2,114.0,0.09,0.61,4,4,1.44
aspas,raze,19,10,4,183.0,0.22,1.06,4,0,3.1100000000000003
aspas,"jett, neon, raze",54,43,7,159.0,0.11,0.89,13,6,1.9899999999999998
artzin,kayo,7,17,8,82.0,0.4,0.35,1,4,1.17
artzin,viper,17,13,6,153.0,0.26,0.74,1,2,2.33
artzin,yoru,15,10,4,121.0,0.22,0.83,3,6,1.6599999999999997
artzin,"kayo, viper, yoru",39,40,18,120.0,0.3,0.64,5,12,0.9399999999999995
nephh,breach,7,10,11,70.0,0.55,0.35,1,2,1.4000000000000001
nephh,omen,28,26,9,132.0,0.24,0.74,3,4,1.9
nephh,"breach, omen",35,36,20,110.0,0.34,0.6,4,6,1.44
Levius,cypher,26,15,5,196.0,0.25,1.3,6,2,3.3099999999999996
Levius,vyse,22,27,6,113.0,0.16,0.58,2,3,1.5699999999999998
Levius,"cypher, vyse",48,42,11,141.0,0.19,0.83,8,5,1.9299999999999997
Knight,fade,13,14,10,125.0,0.48,0.62,0,2,2.15
Knight,sova,28,24,6,132.0,0.16,0.76,3,4,1.8400000000000003
Knight,"fade, sova",41,38,16,130.0,0.28,0.71,3,6,1.69
rushia,harbor,8,16,4,123.0,0.24,0.47,1,2,1.74
rushia,omen,9,7,9,95.0,0.45,0.45,1,0,1.85
rushia,viper,10,19,5,104.0,0.24,0.48,4,3,1.46
rushia,"harbor, omen, viper",27,42,18,106.0,0.31,0.47,6,5,1.34
whzy,neon,13,14,8,128.0,0.4,0.65,2,3,2.0300000000000002
whzy,raze,13,17,4,117.0,0.19,0.62,2,2,1.78
whzy,yoru,5,16,4,78.0,0.24,0.29,1,5,0.81
whzy,"neon, raze, yoru",31,47,16,109.0,0.28,0.53,5,10,0.9000000000000001
crazyguy,breach,12,13,4,123.0,0.2,0.6,2,3,1.7300000000000002
crazyguy,omen,15,13,11,149.0,0.52,0.71,2,2,2.5199999999999996
crazyguy,sova,7,8,8,87.0,0.47,0.41,0,0,1.75
crazyguy,"breach, omen, sova",34,34,23,122.0,0.4,0.59,4,5,1.71
xffero,cypher,23,21,12,112.0,0.32,0.62,3,4,1.6600000000000001
xffero,viper,16,13,5,127.0,0.24,0.76,4,3,1.97
xffero,"cypher, viper",39,34,17,118.0,0.29,0.67,7,7,1.4399999999999995
Kushy,fade,26,32,3,108.0,0.07,0.63,1,5,1.28
Kushy,kayo,9,9,20,110.0,1.18,0.53,3,2,2.61
Kushy,"fade, kayo",35,41,23,109.0,0.4,0.6,4,7,1.3899999999999997
Jemkin,jett,26,10,4,277.0,0.24,1.53,8,0,4.54
Jemkin,waylay,12,14,2,101.0,0.1,0.6,1,2,1.51
Jemkin,yoru,13,13,1,93.0,0.05,0.62,2,1,1.5
Jemkin,"jett, waylay, yoru",51,37,7,150.0,0.12,0.88,11,3,2.2
Monyet,omen,25,22,21,120.0,0.57,0.68,4,2,2.25
Monyet,raze,21,14,5,181.0,0.24,1.0,2,2,2.8499999999999996
Monyet,"omen, raze",46,36,26,142.0,0.45,0.79,6,4,2.2600000000000002
xenom,astra,15,8,5,124.0,0.28,0.83,0,0,2.3499999999999996
xenom,omen,8,8,8,85.0,0.44,0.44,2,2,1.53
xenom,"astra, omen",23,16,13,105.0,0.36,0.64,2,2,1.8499999999999999
cortezia,cypher,14,11,5,133.0,0.28,0.78,2,2,2.19
cortezia,viper,13,8,10,129.0,0.56,0.72,1,1,2.47
cortezia,"cypher, viper",27,19,15,131.0,0.42,0.75,3,3,2.1799999999999997
aspas,jett,17,6,2,161.0,0.11,0.94,3,1,2.56
aspas,waylay,19,8,2,165.0,0.11,1.06,4,0,2.8200000000000003
aspas,"jett, waylay",36,14,4,163.0,0.11,1.0,7,1,2.64
artzin,kayo,30,22,21,156.0,0.58,0.83,8,5,2.4699999999999998
Verno,sova,22,19,11,125.0,0.31,0.61,4,1,2.07
xffero,cypher,15,14,2,156.0,0.11,0.83,4,2,2.3
xffero,viper,8,14,1,88.0,0.06,0.44,2,2,1.18
xffero,"cypher, viper",23,28,3,122.0,0.08,0.64,6,4,1.54
Kushy,fade,10,13,3,103.0,0.17,0.56,0,3,1.4600000000000002
Kushy,kayo,4,16,5,48.0,0.28,0.22,0,2,0.78
Kushy,"fade, kayo",14,29,8,75.0,0.22,0.39,0,5,0.8599999999999999
Jemkin,jett,15,13,2,162.0,0.11,0.83,3,4,2.16
Jemkin,waylay,6,14,2,72.0,0.11,0.33,1,3,0.8599999999999999
Jemkin,"jett, waylay",21,27,4,117.0,0.11,0.58,4,7,1.1599999999999997
Monyet,neon,12,14,7,118.0,0.39,0.67,1,4,1.8400000000000003
Monyet,omen,8,14,7,92.0,0.39,0.44,0,1,1.65
Monyet,"neon, omen",20,28,14,105.0,0.39,0.56,1,5,1.5
crazyguy,omen,6,15,5,81.0,0.28,0.33,1,1,1.32
crazyguy,sova,6,14,8,108.0,0.44,0.33,0,2,1.6500000000000001
crazyguy,"omen, sova",12,29,13,95.0,0.36,0.33,1,3,1.3399999999999999
MaKo,brimstone,17,10,9,129.0,0.39,0.74,1,1,2.32
MaKo,omen,17,10,10,139.0,0.48,0.81,2,2,2.4799999999999995
MaKo,"brimstone, omen",34,20,19,134.0,0.43,0.77,3,3,2.24
free1ng,cypher,13,14,8,128.0,0.38,0.62,3,1,2.18
free1ng,viper,12,13,8,107.0,0.35,0.52,2,1,1.8399999999999999
free1ng,"cypher, viper",25,27,16,117.0,0.36,0.57,5,2,1.8999999999999997
BeYN,fade,19,13,7,143.0,0.3,0.83,3,3,2.26
BeYN,sova,9,13,12,104.0,0.57,0.43,1,1,1.94
BeYN,"fade, sova",28,26,19,124.0,0.43,0.64,4,4,1.9100000000000001
HYUNMIN,waylay,29,23,5,110.0,0.11,0.66,7,4,1.4700000000000002
Flashback,yoru,37,26,10,152.0,0.23,0.84,6,6,1.9899999999999998
keiko,brimstone,15,15,8,125.0,0.35,0.65,2,0,2.25
keiko,omen,17,17,8,147.0,0.38,0.81,4,1,2.56
keiko,"brimstone, omen",32,32,16,136.0,0.36,0.73,6,1,2.35
nAts,cypher,3,12,3,40.0,0.14,0.14,0,1,0.5800000000000001
nAts,viper,14,13,5,118.0,0.22,0.61,3,2,1.8099999999999998
nAts,"cypher, viper",17,25,8,81.0,0.18,0.39,3,3,1.08
trexx,gekko,6,19,7,82.0,0.3,0.26,1,3,1.0799999999999998
trexx,sova,12,14,5,107.0,0.24,0.57,1,2,1.68
trexx,"gekko, sova",18,33,12,94.0,0.27,0.41,2,5,1.1199999999999999
kamo,jett,17,16,2,146.0,0.1,0.81,4,6,1.77
kamo,raze,13,19,1,114.0,0.04,0.57,3,5,1.25
kamo,"jett, raze",30,35,3,129.0,0.07,0.68,7,11,0.94
paTiTek,kayo,12,16,10,118.0,0.48,0.57,1,1,2.1299999999999994
paTiTek,skye,13,16,4,95.0,0.17,0.57,0,4,1.29
paTiTek,"kayo, skye",25,32,14,106.0,0.32,0.57,1,5,1.45
nobody,fade,15,17,5,118.0,0.21,0.63,2,2,1.82
nobody,sova,20,22,5,122.0,0.16,0.63,2,1,1.9099999999999997
nobody,"fade, sova",35,39,10,120.0,0.18,0.63,4,3,1.7099999999999997
Jieni7,neon,34,47,10,109.0,0.18,0.61,8,6,1.28
Smoggy,omen,46,34,21,143.0,0.38,0.82,2,0,2.63
CHICHOO,sage,21,25,12,130.0,0.38,0.66,3,4,1.94
CHICHOO,viper,14,16,4,122.0,0.17,0.58,2,3,1.67
CHICHOO,"sage, viper",35,41,16,127.0,0.29,0.63,5,7,1.4899999999999998
ZmjjKK,yoru,46,43,13,154.0,0.23,0.82,12,9,1.69
s0m,harbor,18,24,10,110.0,0.31,0.56,2,4,1.5700000000000003
s0m,omen,23,17,12,166.0,0.5,0.96,1,2,2.92
s0m,"harbor, omen",41,41,22,134.0,0.39,0.73,3,6,1.8599999999999999
Ethan,kayo,19,16,17,155.0,0.71,0.79,2,2,2.8499999999999996
Ethan,omen,20,22,15,145.0,0.47,0.63,2,6,1.9499999999999997
Ethan,"kayo, omen",39,38,32,150.0,0.57,0.7,4,8,1.97
brawk,sova,31,39,19,134.0,0.34,0.55,6,4,1.8300000000000005
mada,waylay,15,18,5,102.0,0.21,0.63,3,5,1.3599999999999999
mada,yoru,31,24,4,191.0,0.13,0.97,5,4,2.61
mada,"waylay, yoru",46,42,9,153.0,0.16,0.82,8,9,1.6099999999999999
skuba,viper,19,15,9,168.0,0.38,0.79,2,4,2.4499999999999997
skuba,vyse,28,21,5,139.0,0.16,0.88,2,0,2.4299999999999997
skuba,"viper, vyse",47,36,14,152.0,0.25,0.84,4,4,2.21
free1ng,cypher,14,7,4,127.0,0.24,0.82,1,1,2.23
free1ng,viper,13,16,3,111.0,0.13,0.54,4,2,1.5800000000000003
free1ng,vyse,8,18,5,85.0,0.21,0.33,2,4,0.9900000000000001
free1ng,"cypher, viper, vyse",35,41,12,106.0,0.18,0.54,7,7,1.08
BeYN,fade,37,32,12,136.0,0.25,0.77,2,5,1.88
BeYN,sova,12,11,4,125.0,0.24,0.71,0,1,2.1
BeYN,"fade, sova",49,43,16,133.0,0.25,0.75,2,6,1.73
Flashback,neon,15,11,3,159.0,0.18,0.88,3,4,2.2500000000000004
Flashback,yoru,51,36,6,190.0,0.13,1.06,12,6,2.4899999999999998
Flashback,"neon, yoru",66,47,9,182.0,0.14,1.02,15,10,1.9800000000000004
MaKo,omen,26,40,28,76.0,0.43,0.4,1,4,1.19
HYUNMIN,waylay,54,45,11,143.0,0.17,0.83,9,4,2.03
Ethan,fade,14,13,9,116.0,0.38,0.58,3,3,1.82
Ethan,kayo,10,18,14,72.0,0.58,0.42,0,4,1.3199999999999998
Ethan,omen,6,13,4,82.0,0.24,0.35,2,1,1.3099999999999998
Ethan,"fade, kayo, omen",30,44,27,91.0,0.42,0.46,5,8,0.99
skuba,killjoy,15,13,2,131.0,0.12,0.88,1,1,2.21
skuba,viper,28,30,21,107.0,0.44,0.58,1,1,1.9899999999999998
skuba,"killjoy, viper",43,43,23,113.0,0.35,0.66,2,2,1.9399999999999997
mada,neon,14,15,4,153.0,0.24,0.82,3,6,1.9899999999999998
mada,raze,19,22,9,164.0,0.38,0.79,6,4,2.4099999999999997
mada,waylay,22,17,4,152.0,0.17,0.92,4,8,1.8100000000000003
