no,username,region,Weapon,kills,headshot(%)
462,C9 runi#jess,na, Vandal ,"18,327",37.10%
463,C9 runi#jess,na, Sheriff ,"2,259",51.80%
464,C9 runi#jess,na, Ghost ,"1,731",41.00%
465,nycSHRIKE#TIBET,na, Phantom ,"12,360",34.80%
466,nycSHRIKE#TIBET,na, Vandal ,"7,398",40.90%
467,nycSHRIKE#TIBET,na, Spectre ,"2,989",28.80%
468,xqReaper#Dead,na, Vandal ,"33,632",31.40%
469,xqReaper#Dead,na, Phantom ,"8,659",25.30%
470,xqReaper#Dead,na, Operator ,"7,191",10.10%
471,CAR#SONNN,na, Vandal ,"34,662",29.20%
472,CAR#SONNN,na, Phantom ,"7,506",26.30%
473,CAR#SONNN,na, Ghost ,"4,058",32.40%
474,whitr#smile,na, Vandal ,"14,977",37.20%
475,whitr#smile,na, Spectre ,"1,564",22.90%
476,whitr#smile,na, Phantom ,"1,551",31.80%
477,goatzeewoatzeˇーˇ#meow,na, Vandal ,"18,009",34.90%
478,goatzeewoatzeˇーˇ#meow,na, Phantom ,"8,150",29.80%
479,goatzeewoatzeˇーˇ#meow,na, Spectre ,"2,746",21.90%
480,buttpoundr#butt,na, Vandal ,"8,399",34.30%
481,buttpoundr#butt,na, Phantom ,"5,958",30.10%
482,buttpoundr#butt,na, Ghost ,"1,450",39.50%
483,UCR Andrew#sammy,na, Vandal ,"12,179",38.30%
484,UCR Andrew#sammy,na, Phantom ,"7,256",30.50%
485,UCR Andrew#sammy,na, Operator ,"2,380",8.20%
486,twitch typo#km5,na, Vandal ,"43,355",41.80%
487,twitch typo#km5,na, Phantom ,"9,036",35.80%
488,twitch typo#km5,na, Operator ,"8,267",10.80%
489,SR vanity#XITER,na, Vandal ,"17,189",30.70%
490,SR vanity#XITER,na, Phantom ,"10,923",27.00%
491,SR vanity#XITER,na, Operator ,"2,758",5.00%
492,Stewie2K#NA2K,na, Vandal ,"30,031",42.20%
493,Stewie2K#NA2K,na, Phantom ,"16,022",35.90%
494,Stewie2K#NA2K,na, Operator ,"5,066",5.90%
495,duckasaurusrex#xxxxx,na, Vandal ,"22,269",28.80%
496,duckasaurusrex#xxxxx,na, Phantom ,"10,336",25.20%
497,duckasaurusrex#xxxxx,na, Spectre ,"4,481",16.20%
498,phanes#7631,na, Vandal ,"25,198",39.80%
499,phanes#7631,na, Phantom ,"7,860",31.90%
500,phanes#7631,na, Operator ,"7,470",8.60%
501,9z rubkkoide S#sol,na, Vandal ,"12,364",44.20%
502,9z rubkkoide S#sol,na, Phantom ,"1,960",37.00%
503,9z rubkkoide S#sol,na, Sheriff ,"1,399",62.90%
504,QoR cheatcode#AIMER,na, Vandal ,"39,522",43.50%
505,QoR cheatcode#AIMER,na, Phantom ,"10,375",38.90%
506,QoR cheatcode#AIMER,na, Ghost ,"5,761",51.30%
507,Cosmo#ETP,na, Vandal ,"18,428",30.20%
508,Cosmo#ETP,na, Phantom ,"10,425",26.60%
509,Cosmo#ETP,na, Spectre ,"3,292",20.00%
510,DSG Exalt#EZ4ME,na, Vandal ,"24,339",38.60%
511,DSG Exalt#EZ4ME,na, Phantom ,"18,866",33.10%
512,DSG Exalt#EZ4ME,na, Sheriff ,"4,281",57.50%
513,444#5150,na, Vandal ,"19,374",43.50%
514,444#5150,na, Phantom ,"9,078",36.70%
515,444#5150,na, Ghost ,"3,046",49.00%
516,AK tinchoff#BRA1,na, Vandal ,"30,362",45.00%
517,AK tinchoff#BRA1,na, Phantom ,"8,597",38.10%
518,AK tinchoff#BRA1,na, Spectre ,"4,039",30.50%
519,kc abe#toast,na, Vandal ,"27,685",29.60%
520,kc abe#toast,na, Phantom ,"12,264",27.70%
521,kc abe#toast,na, Ghost ,"4,220",38.00%
522,iinoob#B C,na, Vandal ,"12,070",36.40%
523,iinoob#B C,na, Phantom ,"5,484",31.70%
524,iinoob#B C,na, Sheriff ,"1,807",46.70%
525,zinc#ncie,na, Vandal ,"15,532",44.80%
526,zinc#ncie,na, Phantom ,"10,543",39.20%
527,zinc#ncie,na, Ghost ,"2,385",49.90%
528,satellite#8888,na, Vandal ,"18,014",33.40%
529,satellite#8888,na, Phantom ,"9,818",28.10%
530,satellite#8888,na, Operator ,"4,528",7.40%
531,G2 dapr#1of1,na, Phantom ,"11,786",25.30%
532,G2 dapr#1of1,na, Vandal ,"8,601",28.50%
533,G2 dapr#1of1,na, Spectre ,"3,069",20.10%
534,rice bulgogi#cat,na, Vandal ,"21,008",41.70%
535,rice bulgogi#cat,na, Phantom ,"10,228",34.30%
536,rice bulgogi#cat,na, Operator ,"3,940",6.80%
537,kook#70,na, Vandal ,"11,061",40.20%
538,kook#70,na, Phantom ,"5,999",35.60%
539,kook#70,na, Operator ,"2,416",10.60%
540,nabil#jess,na, Vandal ,"29,582",40.00%
541,nabil#jess,na, Phantom ,"7,927",31.70%
542,nabil#jess,na, Ghost ,"3,813",44.50%
543,kaizen125#1294,na, Vandal ,"20,966",43.50%
544,kaizen125#1294,na, Phantom ,"10,588",35.80%
545,kaizen125#1294,na, Sheriff ,"2,884",52.40%
546,665 Sam#001,na, Vandal ,"28,488",35.70%
547,665 Sam#001,na, Phantom ,"8,524",30.70%
548,665 Sam#001,na, Operator ,"5,491",10.00%
549,wodahS#5152,na, Vandal ,"22,027",40.00%
550,wodahS#5152,na, Phantom ,"20,485",34.60%
551,wodahS#5152,na, Spectre ,"4,920",28.40%
552,vuY#043,na, Vandal ,"30,371",47.50%
553,vuY#043,na, Phantom ,"17,520",39.70%
554,vuY#043,na, Sheriff ,"4,773",65.00%
555,Moon#100,na, Vandal ,"30,130",35.60%
556,Moon#100,na, Phantom ,"16,088",29.10%
557,Moon#100,na, Operator ,"6,617",8.30%
558,Barou Shoei#lock,na, Vandal ,"1,667",36.70%
559,Barou Shoei#lock,na, Operator ,406,5.40%
560,Barou Shoei#lock,na, Phantom ,296,35.60%
561,POPSMOKE#014,na, Vandal ,"29,575",41.90%
562,POPSMOKE#014,na, Phantom ,"16,357",34.30%
563,POPSMOKE#014,na, Spectre ,"5,711",25.90%
564,OR Jonaaa6#0416,na, Vandal ,"35,990",35.70%
565,OR Jonaaa6#0416,na, Phantom ,"11,798",29.90%
566,OR Jonaaa6#0416,na, Sheriff ,"5,286",57.80%
567,EG ScrewFace#NAKED,na, Vandal ,"21,420",41.00%
568,EG ScrewFace#NAKED,na, Phantom ,"13,044",33.70%
569,EG ScrewFace#NAKED,na, Operator ,"11,382",7.90%
570,phoon#sin,na, Vandal ,"28,480",29.10%
571,phoon#sin,na, Phantom ,"10,574",23.30%
572,phoon#sin,na, Spectre ,"4,062",19.40%
573,Neptune#nSiCc,na, Phantom ,"20,481",40.30%
574,Neptune#nSiCc,na, Vandal ,"8,306",44.70%
575,Neptune#nSiCc,na, Spectre ,"3,514",31.40%
576,wtp mikester#top7,na, Vandal ,"12,505",40.90%
577,wtp mikester#top7,na, Phantom ,"5,719",33.20%
578,wtp mikester#top7,na, Sheriff ,"1,860",54.20%
579,Stunny#sage,na, Vandal ,"23,925",32.90%
580,Stunny#sage,na, Phantom ,"11,470",29.60%
581,Stunny#sage,na, Spectre ,"5,339",22.80%
582,100T Cryo#32122,na, Vandal ,"29,481",40.70%
583,100T Cryo#32122,na, Phantom ,"11,403",32.60%
584,100T Cryo#32122,na, Operator ,"7,236",7.60%
585,Kaoticcc#2006,na, Vandal ,"39,987",36.00%
586,Kaoticcc#2006,na, Phantom ,"15,713",28.00%
587,Kaoticcc#2006,na, Operator ,"7,026",6.90%
588,OR fiziq#zzz,na, Vandal ,"17,299",39.10%
589,OR fiziq#zzz,na, Phantom ,"6,753",31.30%
590,OR fiziq#zzz,na, Sheriff ,"2,577",56.20%
591,1 800 Psyduck#NA1,na, Vandal ,"24,104",39.00%
592,1 800 Psyduck#NA1,na, Phantom ,"14,303",30.80%
593,1 800 Psyduck#NA1,na, Operator ,"10,135",7.30%
594,nightz#duel,na, Vandal ,"28,506",47.50%
595,nightz#duel,na, Phantom ,"4,536",37.40%
596,nightz#duel,na, Ghost ,"3,622",46.00%
597,TTV NaterTheBoy#0514,na, Vandal ,"18,009",38.30%
598,TTV NaterTheBoy#0514,na, Phantom ,"13,683",35.10%
599,TTV NaterTheBoy#0514,na, Operator ,"7,277",7.30%
600,yohan#JYL,na, Vandal ,"15,134",31.10%
601,yohan#JYL,na, Ghost ,"1,932",34.50%
602,yohan#JYL,na, Phantom ,"1,913",27.90%
603,acrian#420,na, Vandal ,"27,218",35.80%
604,acrian#420,na, Operator ,"8,803",8.20%
605,acrian#420,na, Phantom ,"6,993",30.40%
606,Tempt#anh,na, Vandal ,"37,535",36.30%
607,Tempt#anh,na, Phantom ,"22,501",31.80%
608,Tempt#anh,na, Spectre ,"7,403",22.10%
609,migraines#CutMe,na, Vandal ,"10,720",42.80%
610,migraines#CutMe,na, Phantom ,"4,182",38.50%
611,migraines#CutMe,na, Sheriff ,"1,735",58.40%
612,SEN tarik#1337,na, Vandal ,"37,415",30.60%
613,SEN tarik#1337,na, Operator ,"16,878",5.10%
614,SEN tarik#1337,na, Phantom ,"10,819",26.30%
615,RESHURA#CANDY,na, Vandal ,"23,601",31.50%
616,RESHURA#CANDY,na, Phantom ,"16,532",24.80%
617,RESHURA#CANDY,na, Operator ,"5,076",6.90%
618,Sanchovies#xur,na, Vandal ,"15,921",44.20%
619,Sanchovies#xur,na, Phantom ,"6,216",35.00%
620,Sanchovies#xur,na, Spectre ,"2,718",24.40%
621,disco nunu#9785,na, Phantom ,"8,970",30.00%
622,disco nunu#9785,na, Vandal ,"5,045",36.70%
623,disco nunu#9785,na, Sheriff ,"1,294",63.30%
624,kaek#pnnpl,na, Vandal ,"27,624",34.40%
625,kaek#pnnpl,na, Phantom ,"12,220",26.90%
626,kaek#pnnpl,na, Spectre ,"7,154",23.10%
627,rongcho#old,na, Vandal ,"3,454",34.50%
628,rongcho#old,na, Sheriff ,774,53.30%
629,rongcho#old,na, Operator ,741,5.90%
630,unsat#0004,na, Vandal ,"10,298",43.90%
631,unsat#0004,na, Phantom ,"4,788",33.90%
632,unsat#0004,na, Spectre ,"1,474",25.20%
633,Jerk#1009,na, Vandal ,"42,108",29.10%
634,Jerk#1009,na, Phantom ,"12,674",22.90%
635,Jerk#1009,na, Spectre ,"5,379",15.20%
636,svL#666,na, Vandal ,"23,409",33.50%
637,svL#666,na, Phantom ,"7,664",27.20%
638,svL#666,na, Spectre ,"3,551",19.60%
639,I love hu tao#sage,na, Vandal ,"29,985",44.60%
640,I love hu tao#sage,na, Phantom ,"19,349",36.80%
641,I love hu tao#sage,na, Spectre ,"8,169",28.50%
642,drone#eee,na, Vandal ,"5,750",46.10%
643,drone#eee,na, Phantom ,"4,991",44.10%
644,drone#eee,na, Ghost ,"1,232",52.80%
645,damian#3266,na, Vandal ,"29,905",40.00%
646,damian#3266,na, Phantom ,"15,237",34.50%
647,damian#3266,na, Spectre ,"4,857",24.70%
648,OXG Reduxx#thug,na, Vandal ,"30,059",47.60%
649,OXG Reduxx#thug,na, Phantom ,"14,047",38.50%
650,OXG Reduxx#thug,na, Sheriff ,"6,456",60.70%
651,conrad#137,na, Vandal ,"29,682",40.00%
652,conrad#137,na, Phantom ,"5,398",33.50%
653,conrad#137,na, Spectre ,"3,257",23.30%
654,HOON#sexy,na, Vandal ,"5,327",52.90%
655,HOON#sexy,na, Phantom ,893,45.70%
656,HOON#sexy,na, Sheriff ,702,65.30%
657,C9 jakee#julee,na, Vandal ,"50,302",42.10%
658,C9 jakee#julee,na, Phantom ,"17,820",35.00%
659,C9 jakee#julee,na, Ghost ,"5,910",48.10%
660,BSU TN#yummy,na, Vandal ,"17,836",37.20%
661,BSU TN#yummy,na, Phantom ,"6,327",32.50%
662,BSU TN#yummy,na, Sheriff ,"2,566",58.00%
663,komei#egois,na, Vandal ,"29,951",32.90%
664,komei#egois,na, Phantom ,"7,458",28.00%
665,komei#egois,na, Ghost ,"3,740",38.70%
666,HOOLiGN#999,na, Phantom ,"18,044",33.30%
667,HOOLiGN#999,na, Vandal ,"14,277",38.80%
668,HOOLiGN#999,na, Ghost ,"3,284",49.10%
669,KookieKoala97#Kitty,na, Vandal ,"11,002",31.60%
670,KookieKoala97#Kitty,na, Phantom ,"4,416",26.50%
671,KookieKoala97#Kitty,na, Ghost ,"1,655",36.50%
672,Jakobe#5253,na, Vandal ,"16,877",36.20%
673,Jakobe#5253,na, Phantom ,"10,683",31.20%
674,Jakobe#5253,na, Operator ,"4,440",8.70%
675,ぺぺぺぺぺぺ#2026,na, Vandal ,"18,761",38.40%
676,ぺぺぺぺぺぺ#2026,na, Ghost ,"2,360",40.70%
677,ぺぺぺぺぺぺ#2026,na, Phantom ,"1,977",32.80%
678,Tobitotos0 TTV#amor,na, Vandal ,"7,260",40.10%
679,Tobitotos0 TTV#amor,na, Phantom ,"3,211",34.00%
680,Tobitotos0 TTV#amor,na, Spectre ,"1,195",26.50%
681,max#shar,na, Vandal ,"11,700",35.30%
682,max#shar,na, Phantom ,"7,750",30.80%
683,max#shar,na, Spectre ,"1,458",22.30%
684,TTV bigtonkat#16yr,na, Vandal ,"5,959",41.40%
685,TTV bigtonkat#16yr,na, Phantom ,834,32.50%
686,TTV bigtonkat#16yr,na, Ghost ,532,43.40%
687,ttv FireFps#16yro,na, Vandal ,"32,372",40.00%
688,ttv FireFps#16yro,na, Phantom ,"13,503",35.20%
689,ttv FireFps#16yro,na, Ghost ,"5,275",40.40%
690,brvndonlmao#washd,na, Vandal ,"20,250",42.60%
691,brvndonlmao#washd,na, Phantom ,"8,869",36.00%
692,brvndonlmao#washd,na, Operator ,"4,277",5.90%
693,kinetic#ANGEL,na, Vandal ,"28,044",46.70%
694,kinetic#ANGEL,na, Phantom ,"7,391",33.40%
695,kinetic#ANGEL,na, Sheriff ,"3,675",54.20%
696,RajunAsian#000,na, Vandal ,"27,596",32.70%
697,RajunAsian#000,na, Phantom ,"6,235",29.40%
698,RajunAsian#000,na, Spectre ,"3,774",24.90%
699,Saintster#TTV,na, Vandal ,"8,462",36.70%
700,Saintster#TTV,na, Phantom ,"1,729",28.90%
701,Saintster#TTV,na, Spectre ,"1,266",19.70%
702,SR sonder#726,na, Vandal ,"19,689",37.30%
703,SR sonder#726,na, Phantom ,"10,122",31.20%
704,SR sonder#726,na, Spectre ,"2,963",24.30%
705,KRÜ NagZ#3D2Y,na, Vandal ,"12,743",37.70%
706,KRÜ NagZ#3D2Y,na, Phantom ,"5,772",33.10%
707,KRÜ NagZ#3D2Y,na, Operator ,"4,733",9.70%
708,DeadTheHater#HNTAi,na, Phantom ,"11,717",24.60%
709,DeadTheHater#HNTAi,na, Vandal ,"11,370",29.40%
710,DeadTheHater#HNTAi,na, Spectre ,"3,227",19.40%
711,railgun#zera,na, Vandal ,"20,921",28.30%
712,railgun#zera,na, Phantom ,"10,477",24.70%
713,railgun#zera,na, Operator ,"4,808",9.00%
714,9z mozen#david,na, Vandal ,"18,407",42.30%
715,9z mozen#david,na, Phantom ,"5,487",37.70%
716,9z mozen#david,na, Sheriff ,"2,775",52.70%
717,66j#LSW,na, Vandal ,"9,440",33.20%
718,66j#LSW,na, Phantom ,"8,114",28.30%
719,66j#LSW,na, Ghost ,"1,869",42.00%
720,Bobovo#ACE,na, Vandal ,"38,979",34.90%
721,Bobovo#ACE,na, Phantom ,"15,786",31.10%
722,Bobovo#ACE,na, Sheriff ,"5,693",53.60%
723,Kouf#mile,na, Vandal ,"29,545",35.50%
724,Kouf#mile,na, Phantom ,"11,040",29.10%
725,Kouf#mile,na, Spectre ,"3,671",22.30%
726,crwzy boy#zzz,na, Vandal ,"16,601",31.10%
727,crwzy boy#zzz,na, Phantom ,"8,313",25.10%
728,crwzy boy#zzz,na, Operator ,"2,988",6.50%
729,saucy#ang,na, Vandal ,"15,688",35.30%
730,saucy#ang,na, Phantom ,"7,410",31.20%
731,saucy#ang,na, Ghost ,"2,348",37.30%
732,Scottie#victm,na, Phantom ,"15,173",29.20%
733,Scottie#victm,na, Vandal ,"13,349",33.00%
734,Scottie#victm,na, Spectre ,"2,786",23.40%
735,zt0L#TTV,na, Vandal ,"29,425",32.20%
736,zt0L#TTV,na, Phantom ,"17,830",28.60%
737,zt0L#TTV,na, Odin ,"6,210",14.80%
738,MIBR jzz#2004,na, Vandal ,"32,364",41.30%
739,MIBR jzz#2004,na, Phantom ,"11,779",34.50%
740,MIBR jzz#2004,na, Operator ,"4,206",9.30%
741,ShatterDabs69#420,na, Vandal ,"32,177",31.30%
742,ShatterDabs69#420,na, Phantom ,"10,319",26.30%
743,ShatterDabs69#420,na, Spectre ,"4,118",17.30%
744,ELO ASSASSIN#BUCKY,na, Vandal ,"11,741",39.20%
745,ELO ASSASSIN#BUCKY,na, Phantom ,"4,546",33.30%
746,ELO ASSASSIN#BUCKY,na, Sheriff ,"2,185",50.80%
747,Hydroxic#0000,na, Vandal ,"7,471",30.10%
748,Hydroxic#0000,na, Phantom ,"4,355",25.90%
749,Hydroxic#0000,na, Classic ,999,27.50%
750,moobs#CAN,na, Vandal ,"16,525",41.50%
751,moobs#CAN,na, Phantom ,"5,120",35.00%
752,moobs#CAN,na, Sheriff ,"2,547",55.70%
753,BLuezZ#MAIN,na, Vandal ,"27,801",36.00%
754,BLuezZ#MAIN,na, Phantom ,"12,883",31.70%
755,BLuezZ#MAIN,na, Sheriff ,"3,742",51.40%
756,LyBros#4312,na, Vandal ,"10,334",31.40%
757,LyBros#4312,na, Phantom ,"6,786",27.40%
758,LyBros#4312,na, Spectre ,"2,474",21.20%
759,BIN tuna#TTV,na, Vandal ,"11,564",37.10%
760,BIN tuna#TTV,na, Phantom ,"6,785",30.90%
761,BIN tuna#TTV,na, Spectre ,"1,923",22.00%
762,6K jfoen#0000,na, Vandal ,"8,392",38.00%
763,6K jfoen#0000,na, Phantom ,"3,699",32.70%
764,6K jfoen#0000,na, Operator ,"1,503",7.40%
765,Bruce Lee#Poop,na, Vandal ,"8,349",33.40%
766,Bruce Lee#Poop,na, Phantom ,"3,021",29.10%
767,Bruce Lee#Poop,na, Operator ,"2,517",9.70%
768,YERKED OUT GECKO#alma,na, Vandal ,"8,601",34.00%
769,YERKED OUT GECKO#alma,na, Phantom ,"6,550",27.80%
770,YERKED OUT GECKO#alma,na, Spectre ,"1,742",18.30%
771,mio#kim,na, Vandal ,"12,988",35.30%
772,mio#kim,na, Phantom ,"4,001",28.50%
773,mio#kim,na, Spectre ,"2,166",24.60%
774,Furzaan#nehz,na, Vandal ,"15,192",38.40%
775,Furzaan#nehz,na, Phantom ,"6,896",34.60%
776,Furzaan#nehz,na, Ghost ,"1,974",41.90%
777,mooda#yodA,na, Vandal ,"18,332",37.20%
778,mooda#yodA,na, Phantom ,"2,781",29.60%
779,mooda#yodA,na, Sheriff ,"2,008",48.70%
780,yiinel#eli,na, Vandal ,"15,677",44.30%
781,yiinel#eli,na, Phantom ,"4,141",37.70%
782,yiinel#eli,na, Spectre ,"1,947",25.50%
783,EG PowerPixele#EXDE,na, Vandal ,"21,863",31.90%
784,EG PowerPixele#EXDE,na, Phantom ,"11,072",29.70%
785,EG PowerPixele#EXDE,na, Spectre ,"3,973",21.40%
786,ceeJay#fps,na, Vandal ,"14,993",33.60%
787,ceeJay#fps,na, Phantom ,"8,374",29.00%
788,ceeJay#fps,na, Spectre ,"2,395",24.50%
789,SkrubbleBubble#Andy,na, Vandal ,"14,735",41.90%
790,SkrubbleBubble#Andy,na, Phantom ,"10,725",34.60%
791,SkrubbleBubble#Andy,na, Ghost ,"3,147",45.90%
792,Nubstir#1337,na, Vandal ,"29,737",39.90%
793,Nubstir#1337,na, Phantom ,"5,400",33.70%
794,Nubstir#1337,na, Sheriff ,"3,954",56.30%
795,FFE Zamal#Aim,na, Vandal ,"37,891",45.50%
796,FFE Zamal#Aim,na, Ghost ,"4,791",53.30%
797,FFE Zamal#Aim,na, Operator ,"4,443",10.40%
798,Wildfire#4eign,na, Vandal ,"14,412",37.70%
799,Wildfire#4eign,na, Phantom ,"5,981",29.60%
800,Wildfire#4eign,na, Sheriff ,"3,181",52.30%
801,icy2#floop,na, Vandal ,"1,865",38.70%
802,icy2#floop,na, Phantom ,835,32.20%
803,icy2#floop,na, Operator ,292,7.40%
804,19 Alejo#999,na, Vandal ,"15,543",41.90%
805,19 Alejo#999,na, Phantom ,"6,322",32.70%
806,19 Alejo#999,na, Sheriff ,"2,327",57.80%
807,FURIA khalil#bstrd,na, Vandal ,"28,916",40.30%
808,FURIA khalil#bstrd,na, Phantom ,"12,202",34.50%
809,FURIA khalil#bstrd,na, Ghost ,"4,417",45.30%
810,JohNL3#WOHNY,na, Vandal ,"12,069",35.60%
811,JohNL3#WOHNY,na, Phantom ,"5,629",29.70%
812,JohNL3#WOHNY,na, Operator ,"2,364",8.50%
813,NNNNNNNM#XxX,na, Vandal ,"31,169",33.00%
814,NNNNNNNM#XxX,na, Phantom ,"15,518",28.70%
815,NNNNNNNM#XxX,na, Operator ,"13,226",6.50%
816,jangler#HEAVY,na, Vandal ,"21,693",39.40%
817,jangler#HEAVY,na, Phantom ,"7,259",34.30%
818,jangler#HEAVY,na, Spectre ,"3,210",27.20%
819,nerve#ncie,na, Vandal ,"27,311",40.40%
820,nerve#ncie,na, Phantom ,"8,302",32.80%
821,nerve#ncie,na, Sheriff ,"3,214",60.40%
822,ALUCARD#9494,na, Vandal ,"23,696",45.60%
823,ALUCARD#9494,na, Sheriff ,"3,095",55.10%
824,ALUCARD#9494,na, Phantom ,"2,712",40.30%
825,ShimmyXD#NA1,na, Phantom ,"16,814",28.00%
826,ShimmyXD#NA1,na, Vandal ,"13,103",33.40%
827,ShimmyXD#NA1,na, Classic ,"3,267",27.50%
828,el right ball#mel,na, Vandal ,"6,318",28.80%
829,el right ball#mel,na, Phantom ,"1,416",24.80%
830,el right ball#mel,na, Sheriff ,904,39.00%
831,GUARD neT#zero,na, Vandal ,"24,711",46.80%
832,GUARD neT#zero,na, Phantom ,"18,522",41.00%
833,GUARD neT#zero,na, Spectre ,"3,682",31.10%
834,WTP mikee#demon,na, Vandal ,"9,454",41.20%
835,WTP mikee#demon,na, Phantom ,"2,928",34.10%
836,WTP mikee#demon,na, Sheriff ,"1,322",47.50%
837,tear rawr x3#idc,na, Phantom ,"8,634",26.10%
838,tear rawr x3#idc,na, Vandal ,"8,353",29.30%
839,tear rawr x3#idc,na, Judge ,"2,295",7.80%
840,AK adverso#1337,na, Vandal ,"16,761",36.10%
841,AK adverso#1337,na, Phantom ,"4,658",29.60%
842,AK adverso#1337,na, Ghost ,"2,554",44.00%
843,c4Lypso#Bald,na, Vandal ,"17,870",47.20%
844,c4Lypso#Bald,na, Phantom ,"3,709",37.20%
845,c4Lypso#Bald,na, Ghost ,"2,235",48.70%
846,FS Darker#Xalle,na, Vandal ,"27,678",45.80%
847,FS Darker#Xalle,na, Phantom ,"4,948",36.30%
848,FS Darker#Xalle,na, Ghost ,"4,396",41.80%
849,wkd#14,na, Vandal ,"16,515",36.30%
850,wkd#14,na, Phantom ,"10,013",29.80%
851,wkd#14,na, Operator ,"2,334",6.70%
852,Excite#MVP,na, Vandal ,"14,516",42.00%
853,Excite#MVP,na, Phantom ,"8,743",34.10%
854,Excite#MVP,na, Ghost ,"2,618",45.80%
855,Freak#Xiong,na, Vandal ,"39,527",38.00%
856,Freak#Xiong,na, Phantom ,"16,292",33.70%
857,Freak#Xiong,na, Operator ,"7,034",12.20%
858,imsofine69#420,na, Vandal ,"13,801",34.40%
859,imsofine69#420,na, Phantom ,"13,209",28.70%
860,imsofine69#420,na, Spectre ,"2,526",22.30%
861,khoi#MAXIM,na, Phantom ,"19,810",20.80%
862,khoi#MAXIM,na, Vandal ,"11,702",23.70%
863,khoi#MAXIM,na, Classic ,"4,398",23.70%
864,MxM flyuh#kat,na, Vandal ,"17,613",42.30%
865,MxM flyuh#kat,na, Phantom ,"11,911",34.80%
866,MxM flyuh#kat,na, Sheriff ,"3,461",55.30%
867,Boni#Faci0,na, Vandal ,"25,708",38.80%
868,Boni#Faci0,na, Phantom ,"6,712",30.90%
869,Boni#Faci0,na, Spectre ,"3,612",24.90%
870,kiz#zero,na, Vandal ,"26,094",38.80%
871,kiz#zero,na, Phantom ,"11,362",34.00%
872,kiz#zero,na, Sheriff ,"5,078",53.70%
873,volk#trash,na, Vandal ,"13,093",35.60%
874,volk#trash,na, Phantom ,"9,039",31.10%
875,volk#trash,na, Spectre ,"3,295",26.50%
876,Ducky#Virgn,na, Vandal ,"23,801",37.80%
877,Ducky#Virgn,na, Phantom ,"7,465",33.30%
878,Ducky#Virgn,na, Sheriff ,"2,412",53.20%
879,Gordon405#bench,na, Vandal ,"17,935",36.60%
880,Gordon405#bench,na, Phantom ,"14,416",31.80%
881,Gordon405#bench,na, Spectre ,"3,445",27.00%
882,Huso#0724,na, Vandal ,"17,978",39.50%
883,Huso#0724,na, Phantom ,"10,804",32.90%
884,Huso#0724,na, Operator ,"4,076",8.50%
885,orca#0000,na, Phantom ,"14,294",27.90%
886,orca#0000,na, Vandal ,"12,459",35.20%
887,orca#0000,na, Spectre ,"3,621",22.80%
888,Leoo#Binh,na, Vandal ,"22,467",42.80%
889,Leoo#Binh,na, Phantom ,"7,144",36.50%
890,Leoo#Binh,na, Operator ,"4,569",8.50%
891,Hersh#10TTV,na, Vandal ,"20,745",38.20%
892,Hersh#10TTV,na, Phantom ,"15,164",33.00%
893,Hersh#10TTV,na, Ghost ,"3,395",36.50%
894,TSM Subroza#4678,na, Phantom ,"33,201",35.60%
895,TSM Subroza#4678,na, Vandal ,"27,673",40.50%
896,TSM Subroza#4678,na, Sheriff ,"9,464",59.00%
897,ROSE GaryDaSnail#Quan,na, Vandal ,"35,940",41.30%
898,ROSE GaryDaSnail#Quan,na, Phantom ,"6,767",34.20%
899,ROSE GaryDaSnail#Quan,na, Spectre ,"5,237",27.10%
900,PA1NT#BeanZ,na, Vandal ,"25,326",36.90%
901,PA1NT#BeanZ,na, Phantom ,"7,184",31.50%
902,PA1NT#BeanZ,na, Spectre ,"2,818",20.00%
903,wcks#wade,na, Vandal ,"8,240",36.70%
904,wcks#wade,na, Operator ,"4,407",8.00%
905,wcks#wade,na, Phantom ,"4,121",32.50%
906,stare#boot,na, Vandal ,"8,294",37.70%
907,stare#boot,na, Sheriff ,"1,232",50.20%
908,stare#boot,na, Phantom ,"1,198",29.10%
909,zL Chillin#Chiln,na, Vandal ,"18,815",40.40%
910,zL Chillin#Chiln,na, Phantom ,"11,741",35.80%
911,zL Chillin#Chiln,na, Spectre ,"2,841",26.30%
912,SMIG#13TH,na, Vandal ,"31,951",36.40%
913,SMIG#13TH,na, Phantom ,"8,041",30.60%
914,SMIG#13TH,na, Ghost ,"3,764",39.60%
915,ROSE sai#zesty,na, Vandal ,"38,929",50.50%
916,ROSE sai#zesty,na, Phantom ,"7,878",43.00%
917,ROSE sai#zesty,na, Ghost ,"4,608",50.90%
918,GLANCE#3405,na, Vandal ,"22,363",40.50%
919,GLANCE#3405,na, Phantom ,"17,454",37.00%
920,GLANCE#3405,na, Ghost ,"3,770",43.50%
921,Katarina#999x,na, Vandal ,"24,452",34.40%
922,Katarina#999x,na, Phantom ,"6,075",25.20%
923,Katarina#999x,na, Operator ,"3,134",10.90%
924,max#rocco,na, Vandal ,"28,306",43.30%
925,max#rocco,na, Phantom ,"13,405",36.60%
926,max#rocco,na, Ghost ,"4,028",43.90%
927,nick41019#41019,na, Vandal ,"42,942",41.00%
928,nick41019#41019,na, Phantom ,"7,298",34.40%
929,nick41019#41019,na, Sheriff ,"3,737",50.40%
930,wubby#yatpa,na, Vandal ,"24,812",38.70%
931,wubby#yatpa,na, Sheriff ,"5,076",55.60%
